material_id,pretty_formula,elements,count,density,elasticity.poisson_ratio,elasticity.K_VRH,melting_point,thermal_conductivity,radius,electronegativity,specific_heat,spacegroup.crystal_system,C11,C22,C33,C12,C13,C23,C44,C55,C66
mp-2731,TiGa3,"['Ti', 'Ga']","[1, 3]",6.684291792,0.2,100,712.4325,27.25,1.46,0.1601239,0.40975,tetragonal,185,185,189,82,44,44,72,72,108
mp-2733,Al8Mo3,"['Al', 'Mo']","[8, 3]",5.003746922,0.2,141,1468.705455,208.8181818,1.376363636,0.144947782,0.723,monoclinic,255,251,289,104,56,81,121,109,119
mp-2749,TiBe2,"['Ti', 'Be']","[1, 2]",3.293295583,0.17,124,1687,134,1.333333333,0.137778567,1.390333333,cubic,248,248,248,62,62,62,116,116,116
mp-27505,Fe3Sn2,"['Fe', 'Sn']","[3, 2]",8.281697704,0.27,105,1288.632,74.8,1.516,0.15477272,0.3546,trigonal,201,201,176,92,49,49,53,53,55
mp-2757,CdAu,"['Cd', 'Au']","[1, 1]",13.04467083,0.43,88,965.775,208.5,1.675,0.2058883,0.1805,cubic,89,89,89,87,87,87,39,39,39
mp-27668,Mg2Ga5,"['Mg', 'Ga']","[2, 5]",4.872308611,0.2,45,480.0785714,66.42857143,1.385714286,0.157882071,0.558571429,tetragonal,101,89,89,16,16,31,36,31,31
mp-2767,TiGa,"['Ti', 'Ga']","[1, 1]",6.197682761,0.24,115,1121.955,25.5,1.56,0.1478705,0.4475,tetragonal,200,200,188,58,82,82,105,105,47
mp-2772,ZrAl2,"['Zr', 'Al']","[1, 2]",4.520876148,0.19,113,1331.646667,164.3333333,1.473333333,0.141681567,0.693666667,hexagonal,238,238,213,47,60,60,84,84,95
mp-2773,BeCo,"['Be', 'Co']","[1, 1]",6.479698338,0.25,195,1664,145,1.32,0.14411115,1.14,cubic,309,309,309,138,138,138,146,146,146
mp-2775,SrAl4,"['Sr', 'Al']","[1, 4]",2.897180375,0.26,53,956.776,195,1.382,0.14376404,0.7802,tetragonal,80,80,120,36,33,33,30,30,33
mp-2776,Ga2Au,"['Ga', 'Au']","[2, 1]",9.253557284,0.42,73,647.7166667,126,1.486666667,0.202041533,0.291,cubic,79,79,79,71,71,71,24,24,24
mp-2786,Ca5Zn3,"['Ca', 'Zn']","[5, 3]",2.763436877,0.32,27,956.63,170,1.745,0.130314363,0.553625,tetragonal,41,41,30,19,24,24,16,16,15
mp-2797,YCu5,"['Y', 'Cu']","[1, 5]",7.535186104,0.33,109,1431.308333,336.1666667,1.561666667,0.146259433,0.368166667,hexagonal,158,158,185,81,80,80,43,43,39
mp-2802,HfRu,"['Hf', 'Ru']","[1, 1]",13.59548934,0.29,197,2556.5,71.5,1.93,0.1838182,0.192,cubic,372,372,372,110,110,110,79,79,79
mp-2824,AlPd2,"['Al', 'Pd']","[1, 2]",8.982676013,0.35,158,1529.856667,126.3333333,1.52,0.1460444,0.462666667,orthorhombic,218,239,228,105,127,138,57,66,35
mp-2831,FePd,"['Fe', 'Pd']","[1, 1]",9.670923305,0.3,162,1819.525,76,1.625,0.1416404,0.3435,tetragonal,293,293,254,62,125,125,99,99,38
mp-284,AlCo,"['Al', 'Co']","[1, 1]",6.136768975,0.23,179,1350.735,167.5,1.35,0.14665715,0.678,cubic,301,301,301,117,117,117,139,139,139
mp-2856,Mn4Al11,"['Mn', 'Al']","[4, 11]",4.068219269,0.22,125,1089.611333,174.4133333,1.294666667,0.14613304,0.7872,triclinic,245,260,240,69,72,53,78,78,92
mp-29210,Li2Ga,"['Li', 'Ga']","[2, 1]",2.981136533,0.16,33,403.43,66.33333333,1.566666667,0.1275211,2.45,orthorhombic,72,74,101,24,-18,23,51,10,37
mp-303,BaZn5,"['Ba', 'Zn']","[1, 5]",6.23064523,0.26,48,743.9,103,1.605,0.1557396,0.355333333,orthorhombic,82,84,79,29,35,29,25,36,26
mp-30336,Al4W,"['Al', 'W']","[4, 1]",5.975827489,0.23,117,1485.776,222,1.33,0.16787248,0.7466,monoclinic,261,224,230,61,47,61,69,74,69
mp-30337,Al5W,"['Al', 'W']","[5, 1]",5.700302322,0.19,124,1393.725,224.1666667,1.305,0.164906733,0.772166667,hexagonal,243,243,270,64,58,58,104,104,90
mp-30343,InAg3,"['In', 'Ag']","[1, 3]",9.503016923,2.09,96,1033.635,343,1.6275,0.151469875,0.23625,cubic,75,75,75,106,106,106,27,27,27
mp-30352,NaAg2,"['Na', 'Ag']","[1, 2]",6.076765536,0.36,67,946.91,333.3333333,1.733333333,0.129215667,0.565333333,cubic,89,89,89,55,55,55,25,25,25
mp-30354,ScAg4,"['Sc', 'Ag']","[1, 4]",8.589180982,0.32,92,1350.744,347.2,1.688,0.14164986,0.3008,tetragonal,118,127,127,79,79,71,42,57,57
mp-30355,SrAg,"['Sr', 'Ag']","[1, 1]",5.015307251,0.28,28,1142.465,232.5,1.92,0.13286235,0.269,orthorhombic,43,40,45,17,21,24,19,18,13
mp-30356,SrAg2,"['Sr', 'Ag']","[1, 2]",6.334108122,0.31,41,1173.286667,298.3333333,1.83,0.137647067,0.258333333,orthorhombic,56,69,70,23,24,43,20,16,18
mp-30357,Sr3Ag2,"['Sr', 'Ag']","[3, 2]",4.384992289,0.3,21,1123.972,193,1.974,0.12999152,0.2754,trigonal,32,32,42,12,15,15,10,10,10
mp-30363,BaAu2,"['Ba', 'Au']","[1, 2]",9.969493577,0.33,45,1224.886667,219.3333333,2.003333333,0.227139533,0.15,hexagonal,83,83,48,56,27,27,19,19,13
mp-30364,BaAu5,"['Ba', 'Au']","[1, 5]",13.40152492,0.41,76,1281.108333,269.6666667,1.871666667,0.244254767,0.1395,hexagonal,79,79,138,64,73,73,22,22,7
mp-30365,BeAu,"['Be', 'Au']","[1, 1]",12.9814004,0.37,148,1448.665,255,1.43,0.203178,0.9765,cubic,201,201,201,121,121,121,42,42,42
mp-30366,Ca3Au,"['Ca', 'Au']","[3, 1]",3.964173434,0.32,26,1170.5825,230,1.89,0.151901425,0.522,orthorhombic,45,36,38,23,23,14,7,16,16
mp-30371,Cd5Au3,"['Cd', 'Au']","[5, 3]",11.57456293,0.37,73,872.88625,180.625,1.65875,0.192017875,0.193375,tetragonal,117,130,130,45,45,52,31,10,10
mp-30383,Hf2Au,"['Hf', 'Au']","[2, 1]",14.8688384,0.31,134,2116.443333,122,1.966666667,0.240448,0.140333333,tetragonal,209,209,178,83,111,111,79,79,54
mp-30408,MgAu3,"['Mg', 'Au']","[1, 3]",14.26979115,0.37,111,1233.7475,280,1.6675,0.2264385,0.353,orthorhombic,165,163,155,81,83,94,35,25,23
mp-30428,BaCu,"['Ba', 'Cu']","[1, 1]",4.510555041,0.31,18,1178.885,209,1.99,0.1549251,0.2885,hexagonal,41,41,26,13,9,9,4,4,14
mp-30434,BaTl2,"['Ba', 'Tl']","[1, 2]",8.346845963,0.22,24,718,36.66666667,1.883333333,0.1685242,0.149333333,hexagonal,49,49,33,24,12,12,23,23,13
mp-30435,BaZn2,"['Ba', 'Zn']","[1, 2]",5.504924829,0.36,27,795.12,86,1.79,0.1563274,0.322666667,orthorhombic,30,51,48,20,25,14,5,9,10
mp-30438,Be2Cr,"['Be', 'Cr']","[2, 1]",4.407724506,0.16,183,1766.666667,158,1.3,0.140425767,1.378666667,hexagonal,387,387,368,77,88,88,169,169,155
mp-30441,Be17Nb2,"['Be', 'Nb']","[17, 2]",3.338361625,0.1,140,1685.263158,175.6842105,1.210526316,0.143206232,1.660210526,trigonal,344,344,372,55,23,23,150,150,144
mp-30443,Be17Ru3,"['Be', 'Ru']","[17, 3]",4.1767131,0.19,152,1717.05,179.5,1.219,0.14388551,1.5861,cubic,308,308,308,74,74,74,116,116,116
mp-30481,CaPt5,"['Ca', 'Pt']","[1, 5]",15.07636395,0.31,166,1887,93.33333333,1.798333333,0.233326983,0.219666667,hexagonal,244,244,345,112,115,115,66,66,66
mp-30483,CaZn,"['Ca', 'Zn']","[1, 1]",3.270684024,0.32,32,903.84,160,1.68,0.13528185,0.5205,orthorhombic,51,45,36,26,30,25,16,26,16
mp-30490,Mg3Cd,"['Mg', 'Cd']","[3, 1]",3.471381585,0.28,40,840.805,144.25,1.49,0.12883465,0.82675,hexagonal,69,69,66,30,25,25,22,22,19
mp-30491,MgCd3,"['Mg', 'Cd']","[1, 3]",6.803539238,0.38,45,676.415,112.75,1.57,0.14321595,0.43025,hexagonal,60,60,58,38,37,37,14,14,11
mp-30494,ScCd3,"['Sc', 'Cd']","[1, 3]",7.287372472,0.31,61,899.165,76.75,1.6675,0.142650775,0.313,hexagonal,91,91,122,51,36,36,28,28,20
mp-305,TiFe,"['Ti', 'Fe']","[1, 1]",6.642034602,0.29,194,1876,51,1.66,0.13130845,0.483,cubic,386,386,386,98,98,98,74,74,74
mp-30500,TiCd,"['Ti', 'Cd']","[1, 1]",6.897648281,0.39,81,1267.61,59.5,1.685,0.13688515,0.3775,tetragonal,166,166,117,28,56,56,45,45,0
mp-30501,Ti2Cd,"['Ti', 'Cd']","[2, 1]",6.215938243,0.34,91,1492.073333,47,1.71,0.132378,0.426,tetragonal,186,186,137,32,63,63,61,61,4
mp-30571,Tl2Au,"['Tl', 'Au']","[2, 1]",12.52241104,0.35,21,830.4433333,137.3333333,1.62,0.202754667,0.128333333,tetragonal,78,27,27,36,36,12,8,9,9
mp-30572,Hf2Ga,"['Hf', 'Ga']","[2, 1]",11.88891984,0.27,119,1771.636667,25,1.84,0.210783767,0.221333333,tetragonal,208,177,177,83,83,89,58,82,82
mp-30581,Hf2Cu,"['Hf', 'Cu']","[2, 1]",12.40423989,0.3,123,2123.256667,148.6666667,1.87,0.2037152,0.225666667,tetragonal,205,205,173,69,98,98,71,71,51
mp-30603,ZrCu5,"['Zr', 'Cu']","[1, 5]",8.493079275,0.32,137,1486.141667,337.1666667,1.551666667,0.146791117,0.367666667,cubic,196,196,196,108,108,108,65,65,65
mp-30619,Zr3Co,"['Zr', 'Co']","[3, 1]",6.915075693,0.35,104,2038,42.25,1.925,0.1294756,0.32475,orthorhombic,143,142,149,94,82,76,33,43,34
mp-30650,Mg2Ga,"['Mg', 'Ga']","[2, 1]",3.211673152,0.27,45,716.3033333,116.3333333,1.42,0.1385551,0.807333333,hexagonal,85,85,79,28,26,26,21,21,29
mp-30651,MgGa2,"['Mg', 'Ga']","[1, 2]",4.709335633,0.41,50,509.6066667,72.66666667,1.39,0.1554662,0.589666667,hexagonal,72,72,74,70,26,26,24,24,1
mp-30655,Ga4Ni3,"['Ga', 'Ni']","[4, 3]",7.990394588,0.3,132,913.6628571,55.57142857,1.415714286,0.161589943,0.402428571,cubic,203,203,203,97,97,97,70,70,70
mp-30671,Ti2Ga,"['Ti', 'Ga']","[2, 1]",5.649651788,0.28,121,1394.97,24.33333333,1.626666667,0.139701567,0.472666667,hexagonal,210,210,222,107,59,59,64,64,52
mp-30672,Ti3Ga,"['Ti', 'Ga']","[3, 1]",5.416551144,0.3,118,1531.4775,23.75,1.66,0.1356171,0.48525,hexagonal,184,184,231,95,68,68,59,59,45
mp-30673,Ti2Ga3,"['Ti', 'Ga']","[2, 3]",6.382990598,0.2,91,958.146,26.2,1.52,0.15277186,0.4324,tetragonal,154,170,170,56,56,51,55,91,91
mp-30682,ZrGa,"['Zr', 'Ga']","[1, 1]",6.856706576,0.24,114,1215.455,26,1.71,0.148633,0.3265,tetragonal,188,188,255,87,56,56,58,58,128
mp-30683,ZrGa2,"['Zr', 'Ga']","[1, 2]",7.049950111,0.24,100,911.2733333,27,1.593333333,0.156547767,0.341666667,orthorhombic,175,167,184,60,69,58,66,82,61
mp-30684,Zr3Ga2,"['Zr', 'Ga']","[3, 2]",6.802046203,0.25,112,1397.964,25.4,1.78,0.14388414,0.3174,tetragonal,156,203,203,82,82,59,69,81,81
mp-30685,ZrGa3,"['Zr', 'Ga']","[1, 3]",7.060967035,0.2,97,759.1825,27.5,1.535,0.16050515,0.34925,tetragonal,172,172,179,87,45,45,74,74,114
mp-30686,Zr2Ga3,"['Zr', 'Ga']","[2, 3]",7.100975286,0.25,111,1032.946,26.6,1.64,0.15338186,0.3356,orthorhombic,215,209,189,59,56,78,69,70,57
mp-30719,Mg2Hg,"['Mg', 'Hg']","[2, 1]",6.366310076,0.34,45,693.44,109.4333333,1.536666667,0.137429333,0.729333333,orthorhombic,57,73,82,29,33,35,19,18,10
mp-31144,Rb3Au7,"['Rb', 'Au']","[3, 7]",9.430322965,0.37,54,1029.869,241.4,2.013,0.2143648,0.1983,orthorhombic,85,70,68,59,33,43,21,9,33
mp-31172,Ca5Ag3,"['Ca', 'Ag']","[5, 3]",3.6197676,0.31,30,1159.97375,286.25,1.83125,0.127338625,0.497,tetragonal,48,48,38,22,23,23,16,16,15
mp-31205,Zr3Fe,"['Zr', 'Fe']","[3, 1]",6.808804543,0.34,104,2048.75,37.25,1.935,0.128479825,0.3215,orthorhombic,143,155,162,81,84,72,38,43,27
mp-31467,Ga3Pd7,"['Ga', 'Pd']","[3, 7]",10.44334528,0.35,149,1370.508,59.1,1.591,0.15253251,0.2824,monoclinic,221,214,208,133,103,117,59,39,57
mp-31498,BaPt,"['Ba', 'Pt']","[1, 1]",8.705562989,0.33,50,1520.7,45,2.15,0.2077943,0.1625,hexagonal,70,70,106,36,34,34,17,17,17
mp-31502,ScCd7,"['Sc', 'Cd']","[1, 7]",7.712587832,0.33,53,746.6925,86.875,1.63875,0.146528688,0.2725,orthorhombic,97,76,74,35,40,41,10,27,27
mp-331,ScAl,"['Sc', 'Al']","[1, 1]",3.099620451,0.28,78,1373.735,125.5,1.51,0.13473065,0.728,cubic,94,94,94,70,70,70,89,89,89
mp-335,BaGa4,"['Ba', 'Ga']","[1, 4]",5.942574395,0.19,42,442.328,26.8,1.594,0.16963756,0.336,tetragonal,70,70,78,26,27,27,42,42,40
mp-364,AlRh,"['Al', 'Rh']","[1, 1]",7.934751924,0.28,196,1585.235,192.5,1.455,0.14545795,0.572,cubic,324,324,324,132,132,132,106,106,106
mp-395,ZrAl3,"['Zr', 'Al']","[1, 3]",4.086082426,0.18,103,1232.1025,182,1.4,0.143780675,0.74525,tetragonal,209,209,201,64,45,45,81,81,99
mp-437,MgAu,"['Mg', 'Au']","[1, 1]",10.17576094,0.33,79,1130.165,240,1.595,0.191507,0.577,cubic,99,99,99,70,70,70,49,49,49
mp-443,CaAu2,"['Ca', 'Au']","[1, 2]",10.37388468,0.4,67,1263.22,280,1.806666667,0.2127173,0.303666667,orthorhombic,78,109,108,37,37,98,14,16,14
mp-454,NaGa4,"['Na', 'Ga']","[1, 4]",4.845075151,0.24,45,316.502,51.2,1.468,0.15654464,0.542,tetragonal,92,92,90,33,17,17,31,31,18
mp-510691,Hf5Sn4,"['Hf', 'Sn']","[5, 4]",11.51977876,0.26,112,1616.702222,42.55555556,1.8,0.206904778,0.179777778,hexagonal,202,202,229,79,53,53,56,56,61
mp-514,HfZn2,"['Hf', 'Zn']","[1, 2]",10.32375444,0.28,113,1297.12,87.66666667,1.64,0.180096867,0.307333333,cubic,186,186,186,77,77,77,60,60,60
mp-522,CuAu,"['Cu', 'Au']","[1, 1]",14.40035294,0.4,135,1347.55,360,1.595,0.2062708,0.257,tetragonal,152,152,150,118,132,132,61,61,38
mp-527,BaCd,"['Ba', 'Cd']","[1, 1]",5.290471212,0.27,23,797.11,57.5,2.07,0.1545426,0.212,cubic,36,36,36,17,17,17,16,16,16
mp-538,CaAg,"['Ca', 'Ag']","[1, 1]",4.468633665,0.28,20,1174.965,315,1.795,0.1313142,0.445,orthorhombic,62,60,12,39,20,16,14,21,17
mp-542,SrHg,"['Sr', 'Hg']","[1, 1]",7.325554383,0.4,81,642.16,21.65,1.95,0.1437541,0.2195,cubic,98,98,98,72,72,72,22,22,22
mp-542488,MgCo,"['Mg', 'Co']","[1, 1]",4.533185585,0.24,77,1345.5,130,1.485,0.13244015,0.7405,cubic,154,154,154,39,39,39,45,45,45
mp-542569,AlRu,"['Al', 'Ru']","[1, 1]",7.832534965,0.28,202,1770.235,177.5,1.48,0.1438637,0.569,cubic,312,312,312,148,148,148,120,120,120
mp-542915,TiAl3,"['Ti', 'Al']","[1, 3]",3.3657055,0.18,107,1185.3525,181.75,1.325,0.143399425,0.80575,tetragonal,196,196,222,87,45,45,93,93,129
mp-548,NbCr2,"['Nb', 'Cr']","[1, 2]",7.767773551,0.37,228,2370,80.66666667,1.766666667,0.1302296,0.414666667,cubic,299,299,299,192,192,192,71,71,71
mp-567395,Li15Au4,"['Li', 'Au']","[15, 4]",4.669792522,0.3,28,639.7194737,134.4736842,1.684736842,0.137993421,2.781631579,cubic,41,41,41,22,22,22,16,16,16
mp-567510,BaSn2,"['Ba', 'Sn']","[1, 2]",5.642838776,0.27,33,670.0533333,50.66666667,1.81,0.1715942,0.212,trigonal,63,63,40,22,23,23,25,25,21
mp-567705,TiAl2,"['Ti', 'Al']","[1, 2]",3.536390592,0.2,109,1269.313333,164,1.373333333,0.141173233,0.774333333,tetragonal,201,201,209,67,58,58,87,87,97
mp-567747,Co7Mo6,"['Co', 'Mo']","[7, 6]",9.868428002,0.29,264,2288.615385,118,1.695384615,0.1377121,0.361384615,trigonal,464,464,470,191,149,149,103,103,136
mp-567842,TaBe12,"['Ta', 'Be']","[1, 12]",4.277046508,0.11,137,1693.076923,179.7692308,1.187692308,0.151877923,1.694461538,tetragonal,261,377,377,59,59,-7,127,149,149
mp-568077,TaFe2,"['Ta', 'Fe']","[1, 2]",12.52252741,0.32,228,2304,72.33333333,1.706666667,0.171029133,0.342,hexagonal,350,349,397,167,157,157,85,85,92
mp-568404,Li9Al4,"['Li', 'Al']","[9, 4]",1.307433526,0.17,31,601.3146154,131.1538462,1.519230769,0.118934538,2.692384615,monoclinic,76,107,65,-4,8,15,39,24,16
mp-568430,BaRh2,"['Ba', 'Rh']","[1, 2]",9.000728161,0.36,95,1824.666667,106,1.996666667,0.1467848,0.226666667,cubic,132,132,132,76,76,76,32,32,32
mp-568636,TiCr2,"['Ti', 'Cr']","[1, 2]",6.234565538,0.33,198,2100.333333,70,1.693333333,0.1286581,0.499666667,hexagonal,307,307,307,146,142,142,66,66,80
mp-568718,HfAl3,"['Hf', 'Al']","[1, 3]",6.258946848,0.2,106,1326.6025,182,1.405,0.17005525,0.7115,tetragonal,204,204,199,66,54,54,80,80,98
mp-568827,Be12W,"['Be', 'W']","[12, 1]",4.444905201,0.1,144,1724.230769,188.4615385,1.182307692,0.152221723,1.693923077,tetragonal,336,399,399,42,42,-1,133,156,156
mp-568912,Be12Nb,"['Be', 'Nb']","[12, 1]",2.957777324,0.12,133,1651.538462,179.5384615,1.186153846,0.1436854,1.704307692,tetragonal,243,370,370,59,59,-7,125,144,144
mp-568920,CaAu5,"['Ca', 'Au']","[1, 5]",13.85502465,0.38,99,1300.275,300,1.773333333,0.23704365,0.216333333,cubic,123,123,123,87,87,87,35,35,35
mp-569249,Ta3Au,"['Ta', 'Au']","[3, 1]",17.01653348,0.35,203,2801.8325,122.75,1.935,0.24127825,0.13725,cubic,393,393,393,108,108,108,39,39,39
mp-569364,Be22Re,"['Be', 'Re']","[22, 1]",3.35998147,0.09,137,1642.565217,183.826087,1.153043478,0.14926993,1.750695652,cubic,330,330,330,40,40,40,158,158,158
mp-569558,AlAu2,"['Al', 'Au']","[1, 2]",13.66778118,0.37,118,1202.71,291.6666667,1.553333333,0.224272667,0.386,orthorhombic,170,196,140,88,94,103,34,22,38
mp-569683,InAu3,"['In', 'Au']","[1, 3]",15.31548938,0.43,108,1110.435,260.5,1.695,0.237085,0.15525,orthorhombic,120,114,151,98,96,106,22,23,15
mp-569833,Zr2Ga,"['Zr', 'Ga']","[2, 1]",6.788351328,0.31,107,1519.636667,25,1.826666667,0.140718233,0.311333333,tetragonal,154,145,145,88,88,84,49,72,72
mp-570001,Al6Fe,"['Al', 'Fe']","[6, 1]",3.428138324,0.28,106,1058.831429,212.8571429,1.234285714,0.1485316,0.834714286,orthorhombic,224,161,189,63,49,80,64,63,35
mp-570293,Nb5Ga3,"['Nb', 'Ga']","[5, 3]",8.167161996,0.3,165,1832.34125,44.625,1.7475,0.144690363,0.307,tetragonal,329,289,289,110,110,73,99,52,52
mp-570436,CaIr2,"['Ca', 'Ir']","[1, 2]",12.88243981,0.34,163,2197.666667,166.6666667,1.846666667,0.205843967,0.306333333,cubic,220,220,220,134,134,134,73,73,73
mp-570466,Li2Ca,"['Li', 'Ca']","[2, 1]",1.083251032,0.26,16,674.1266667,123.3333333,1.76,0.108532633,2.543666667,hexagonal,31,29,31,9,7,11,8,10,9
mp-570775,BaAu,"['Ba', 'Au']","[1, 1]",7.975963068,0.32,32,1168.665,169,2.135,0.2100243,0.1605,orthorhombic,47,46,47,21,26,29,18,15,14
mp-571247,Al3Mo,"['Al', 'Mo']","[3, 1]",4.822353877,0.21,136,1424.1025,211,1.36,0.1453753,0.73775,monoclinic,280,233,277,97,37,83,119,80,111
mp-571262,CaRh2,"['Ca', 'Rh']","[1, 2]",7.485835644,0.32,123,1863,166.6666667,1.8,0.132362567,0.380333333,cubic,173,173,173,98,98,98,58,58,58
mp-571264,Ca5Au4,"['Ca', 'Au']","[5, 4]",6.762771244,0.33,42,1213.813333,253.3333333,1.851111111,0.180282167,0.420111111,monoclinic,58,65,60,35,29,35,19,14,19
mp-571342,TiGa2,"['Ti', 'Ga']","[1, 2]",6.57508826,0.23,107,848.94,26.66666667,1.493333333,0.156039433,0.422333333,tetragonal,196,196,189,71,59,59,68,68,79
mp-571438,Be12V,"['Be', 'V']","[12, 1]",2.448925848,0.1,130,1607.923077,177.7692308,1.165384615,0.143628185,1.721,tetragonal,319,360,360,32,32,0,121,140,140
mp-574,Ta2Co,"['Ta', 'Co']","[2, 1]",14.93141113,0.34,222,2782.666667,71.33333333,1.84,0.204132767,0.245333333,tetragonal,378,345,345,144,144,177,57,74,74
mp-578,GaAg2,"['Ga', 'Ag']","[1, 2]",9.022646919,0.38,71,924.2566667,296.3333333,1.553333333,0.155603433,0.282,hexagonal,108,108,110,58,50,50,12,12,25
mp-580357,Cu3Pd,"['Cu', 'Pd']","[3, 1]",9.62310567,0.36,146,1475.34,318,1.51,0.1493856,0.34975,cubic,179,179,180,130,130,130,71,71,71
mp-593,Al4Cu9,"['Al', 'Cu']","[4, 9]",6.853922942,0.27,129,1227.216154,349.2307692,1.366923077,0.150835108,0.543461538,cubic,226,226,226,81,81,81,68,68,68
mp-601820,Fe3Co,"['Fe', 'Co']","[3, 1]",8.136129184,0.28,187,1800.25,85,1.55,0.140248975,0.44625,tetragonal,282,328,328,141,141,90,63,126,126
mp-601842,Fe9Co7,"['Fe', 'Co']","[9, 7]",8.206826997,0.28,190,1792.1875,88.75,1.5425,0.140995806,0.4486875,cubic,274,274,274,148,148,148,130,130,130
mp-601848,Fe11Co5,"['Fe', 'Co']","[11, 5]",8.108531664,0.28,192,1797.5625,86.25,1.5475,0.140497919,0.4470625,tetragonal,296,270,270,154,154,138,128,128,128
mp-605663,AlPd5,"['Al', 'Pd']","[1, 5]",10.20150333,0.36,162,1678.953333,99.16666667,1.605,0.145036,0.353333333,orthorhombic,247,250,213,95,138,139,68,64,30
mp-607111,AlPt3,"['Al', 'Pt']","[1, 3]",16.80134527,0.35,218,1764.4175,112.75,1.6225,0.230202,0.32475,tetragonal,334,334,309,135,178,178,90,90,45
mp-608,TiCo3,"['Ti', 'Co']","[1, 3]",7.948540457,0.31,194,1811.25,80.5,1.58,0.13826815,0.47275,cubic,258,258,258,162,162,162,119,119,119
mp-622209,Al3Ni,"['Al', 'Ni']","[3, 1]",4.034331992,0.26,113,1132.1025,199,1.2575,0.1493602,0.78575,orthorhombic,193,202,188,79,73,67,79,66,64
mp-622570,Ti2Cu3,"['Ti', 'Cu']","[2, 3]",6.86986582,0.31,133,1591.062,248.8,1.574,0.14004844,0.4402,tetragonal,164,164,216,128,100,100,80,80,116
mp-628,Zr2Co,"['Zr', 'Co']","[2, 1]",7.170771011,0.41,107,2008,48.66666667,1.88,0.131004567,0.339333333,tetragonal,114,158,158,76,76,144,26,22,22
mp-636368,Ga3Fe,"['Ga', 'Fe']","[3, 1]",6.809894312,0.23,102,679.9325,41.75,1.41,0.164096275,0.38975,tetragonal,189,189,142,63,71,71,78,78,79
mp-639789,Fe2Re3,"['Fe', 'Re']","[2, 3]",16.88404424,0.32,251,2799.8,60.8,1.752,0.20181112,0.26,cubic,376,376,376,188,188,188,105,105,105
mp-641526,Fe13Co3,"['Fe', 'Co']","[13, 3]",8.039149067,0.29,184,1802.9375,83.75,1.5525,0.140000031,0.4454375,tetragonal,269,271,271,140,140,144,114,117,117
mp-644311,CuPt,"['Cu', 'Pt']","[1, 1]",15.3327607,0.33,197,1699.585,236,1.61,0.2040408,0.259,trigonal,336,336,306,143,128,128,55,55,96
mp-650,Be5Pd,"['Be', 'Pd']","[5, 1]",4.675355102,0.15,146,1604.675,170.3333333,1.215,0.144826267,1.560666667,cubic,333,333,333,52,52,52,126,126,126
mp-669546,AlPd,"['Al', 'Pd']","[1, 1]",7.53975162,0.31,150,1380.76,153.5,1.435,0.1470528,0.572,trigonal,253,253,258,102,96,96,51,51,75
mp-672265,Cu3Pd,"['Cu', 'Pd']","[3, 1]",9.619113892,0.34,148,1475.34,318,1.51,0.1493856,0.34975,tetragonal,193,193,188,122,129,129,82,82,69
mp-6914,CaGa,"['Ca', 'Ga']","[1, 1]",3.478415757,0.22,35,708.955,114.5,1.65,0.1438946,0.5125,orthorhombic,81,72,38,20,27,25,21,40,36
mp-695,TiCo2,"['Ti', 'Co']","[1, 2]",7.522615689,0.27,168,1825.666667,74,1.6,0.1366121,0.478333333,cubic,278,278,278,112,112,112,101,101,101
mp-7189,AlPd,"['Al', 'Pd']","[1, 1]",7.491359435,0.31,148,1380.76,153.5,1.435,0.1470528,0.572,cubic,241,241,241,101,101,101,62,62,62
mp-7250,Nb6Co7,"['Nb', 'Co']","[6, 7]",8.885808577,0.31,213,2221.230769,78.76923077,1.732307692,0.136240254,0.369230769,trigonal,353,353,385,143,135,135,76,76,105
mp-7285,HfNi3,"['Hf', 'Ni']","[1, 3]",11.4396332,0.3,181,1922.5,74,1.6375,0.16790185,0.36875,trigonal,299,299,323,121,116,116,70,70,89
mp-742,Ti2Cu,"['Ti', 'Cu']","[2, 1]",5.722180363,0.31,126,1746.59,148,1.656666667,0.132633,0.477,tetragonal,196,196,159,75,108,108,85,85,46
mp-747,BaPt2,"['Ba', 'Pt']","[1, 2]",13.27217854,0.33,103,1694.266667,54,2.023333333,0.2241662,0.152666667,cubic,148,148,148,81,81,81,42,42,42
mp-771,MnAl,"['Mn', 'Al']","[1, 1]",5.127964867,0.26,141,1226.235,121.4,1.395,0.1426812,0.6885,tetragonal,284,284,164,63,108,108,119,119,58
mp-774,CaNi5,"['Ca', 'Ni']","[1, 5]",6.747575602,0.28,125,1625.833333,109.1666667,1.565,0.14190765,0.478,hexagonal,195,195,265,79,80,80,66,66,58
mp-784631,CrNi2,"['Cr', 'Ni']","[1, 2]",8.620907303,0.29,228,1878.666667,92,1.546666667,0.1419063,0.458,orthorhombic,325,429,394,176,194,84,65,155,165
mp-7851,TaCo3,"['Ta', 'Co']","[1, 3]",12.34903254,0.28,247,2148.5,89.25,1.64,0.166072475,0.377,trigonal,425,425,460,169,143,143,109,109,128
mp-8053,YCo,"['Y', 'Co']","[1, 1]",6.04034622,0.31,70,1783.5,58.5,1.82,0.13246745,0.37,orthorhombic,94,93,121,61,44,56,38,29,41
mp-8093,Ba2Cd,"['Ba', 'Cd']","[2, 1]",4.503963702,0.23,14,864.74,44.33333333,2.223333333,0.155921267,0.205333333,tetragonal,28,28,21,9,9,9,9,9,11
