material_id,pretty_formula,elements,count,density,elasticity.poisson_ratio,elasticity.K_VRH,melting_point,thermal_conductivity,radius,electronegativity,specific_heat,spacegroup.crystal_system,C11,C22,C33,C12,C13,C23,C44,C55,C66
mp-8094,Ba2Hg,"['Ba', 'Hg']","[2, 1]",5.677447644,0.25,16,744.7733333,14.76666667,2.256666667,0.162119067,0.174,tetragonal,33,33,23,10,9,9,9,9,10
mp-811,BaPt5,"['Ba', 'Pt']","[1, 5]",15.43776264,0.31,148,1867.833333,63,1.896666667,0.2405381,0.142833333,hexagonal,204,204,308,97,112,112,68,68,53
mp-813,ScAl2,"['Sc', 'Al']","[1, 2]",3.00975007,0.19,88,1226.98,162,1.4,0.139846433,0.785333333,cubic,186,186,186,39,39,39,66,66,66
mp-815,GaNi3,"['Ga', 'Ni']","[1, 3]",8.937908899,0.31,180,1371.7275,75.5,1.4575,0.153499425,0.42525,cubic,239,239,239,150,150,150,112,112,112
mp-819,HfCr2,"['Hf', 'Cr']","[1, 2]",10.50798915,0.34,191,2288.666667,70.33333333,1.8,0.1641992,0.374,cubic,274,274,274,149,149,149,72,72,72
mp-823,TiCo,"['Ti', 'Co']","[1, 1]",6.714495322,0.33,163,1854.5,61,1.64,0.1333,0.4895,cubic,244,244,244,123,123,123,62,62,62
mp-833,CaPd2,"['Ca', 'Pd']","[1, 2]",7.205483615,0.33,94,1590.366667,114.6666667,1.773333333,0.134489033,0.380333333,cubic,130,130,130,76,76,76,46,46,46
mp-839,V3Au,"['V', 'Au']","[3, 1]",9.989346931,0.33,186,1971.5825,103.25,1.7175,0.1608433,0.396,cubic,346,346,346,107,107,107,52,52,52
mp-842,CaPt2,"['Ca', 'Pt']","[1, 2]",12.40199878,0.31,132,1732.6,114.6666667,1.826666667,0.209743967,0.306333333,cubic,192,192,192,102,102,102,71,71,71
mp-846,Hf2Al3,"['Hf', 'Al']","[2, 3]",7.972095239,0.25,114,1562.482,150.2,1.54,0.1820416,0.5984,orthorhombic,235,211,210,53,56,76,72,77,41
mp-855,MgBe13,"['Mg', 'Be']","[1, 13]",1.831684728,0.13,100,1514.5,187.8571429,1.143571429,0.143318714,1.766928571,cubic,292,292,292,3,3,3,77,77,77
mp-861,Hf2Ni,"['Hf', 'Ni']","[2, 1]",12.84854621,0.43,130,2246.666667,45.66666667,1.883333333,0.2023936,0.245,tetragonal,163,170,170,94,94,152,16,22,22
mp-862259,Sc3Al,"['Sc', 'Al']","[3, 1]",3.083513198,0.24,64,1593.8675,70.75,1.675,0.127056975,0.642,hexagonal,113,113,115,39,40,40,49,49,37
mp-862658,LiCu3,"['Li', 'Cu']","[1, 3]",6.929195303,0.32,90,1131.75,321.25,1.505,0.13965195,1.161,tetragonal,109,109,121,83,77,77,61,61,59
mp-862714,Be3Ir,"['Be', 'Ir']","[3, 1]",9.343472596,-0.32,190,1854.75,180,1.29,0.1715045,1.40125,tetragonal,209,209,322,293,100,100,140,140,188
mp-862716,LiAg3,"['Li', 'Ag']","[1, 3]",7.898908056,0.35,62,1039.62,343.75,1.655,0.136685625,1.05,tetragonal,73,73,89,54,55,55,31,31,34
mp-864794,ZnAg3,"['Zn', 'Ag']","[1, 3]",9.369247345,0.4,90,1099.3675,352.5,1.5925,0.149200325,0.27475,cubic,98,98,98,86,86,86,41,41,41
mp-864934,MgAg3,"['Mg', 'Ag']","[1, 3]",7.982942325,0.34,78,1156.9475,362.5,1.6,0.140823375,0.434,hexagonal,124,124,144,63,46,46,20,20,30
mp-864935,MgAu3,"['Mg', 'Au']","[1, 3]",14.27243512,0.38,112,1233.7475,280,1.6675,0.2264385,0.353,hexagonal,154,154,170,97,84,84,25,25,29
mp-865077,NaCd3,"['Na', 'Cd']","[1, 3]",6.322667691,0.43,28,538.3825,107.75,1.6825,0.13610845,0.4795,cubic,26,26,26,29,29,29,23,23,23
mp-865166,HfPd5,"['Hf', 'Pd']","[1, 5]",12.27719954,0.32,169,1941.041667,63.83333333,1.755,0.158354167,0.227666667,orthorhombic,236,228,236,140,134,137,91,86,92
mp-865168,Be3Ni,"['Be', 'Ni']","[3, 1]",4.213290212,-0.14,138,1602,165.25,1.2125,0.1455412,1.47875,tetragonal,112,112,283,218,76,76,151,151,186
mp-865212,Fe3Re,"['Fe', 'Re']","[3, 1]",12.87492265,0.26,310,2223,72,1.64,0.165319,0.36675,hexagonal,544,544,620,214,163,163,168,168,165
mp-865373,YCo,"['Y', 'Co']","[1, 1]",5.420377438,0.32,54,1783.5,58.5,1.82,0.13246745,0.37,trigonal,118,118,69,57,25,25,14,14,30
mp-865527,YAl3,"['Y', 'Al']","[1, 3]",3.572402503,0.27,72,1149.8525,180.5,1.415,0.14298315,0.746,hexagonal,97,97,164,58,45,45,70,70,20
mp-865562,Be3Ru,"['Be', 'Ru']","[3, 1]",5.603850078,0.22,182,1821.75,172.5,1.285,0.14315185,1.4275,tetragonal,294,294,352,184,82,82,137,137,217
mp-865733,CoTc3,"['Co', 'Tc']","[1, 3]",10.87491305,0.29,288,2264.5,63.25,1.7525,0.136653475,0.29625,hexagonal,475,475,549,209,168,168,137,137,133
mp-865786,CrPd3,"['Cr', 'Pd']","[1, 3]",10.27041432,0.32,155,1916.0375,77.5,1.6825,0.140847025,0.305,cubic,203,203,203,130,130,130,95,95,95
mp-865798,GaCu3,"['Ga', 'Cu']","[1, 3]",8.653751916,0.34,127,1094.055,307.25,1.4275,0.156473025,0.38175,hexagonal,188,188,220,109,82,82,45,45,40
mp-865875,Li3Ag,"['Li', 'Ag']","[3, 1]",3.176794357,0.43,32,649,171.25,1.665,0.115623875,2.676,cubic,31,31,31,32,32,32,17,17,17
mp-865960,CoRe3,"['Co', 'Re']","[1, 3]",18.4691377,0.29,338,3036.25,61,1.79,0.218446375,0.2175,hexagonal,549,549,645,251,199,199,151,151,149
mp-865985,CdPd3,"['Cd', 'Pd']","[1, 3]",10.8320831,0.36,137,1519.5925,78.25,1.67,0.14562235,0.241,tetragonal,169,169,173,112,125,125,68,68,57
mp-866108,HfZn3,"['Hf', 'Zn']","[1, 3]",9.584430151,0.53,103,1146.01,95.75,1.585,0.1738606,0.3275,hexagonal,109,109,176,128,69,69,40,40,-9
mp-866134,VFe3,"['V', 'Fe']","[1, 3]",7.739814966,0.3,193,1904,67.75,1.5975,0.1362735,0.4535,cubic,274,274,274,153,153,153,118,118,118
mp-867205,LiGa3,"['Li', 'Ga']","[1, 3]",5.316738293,0.33,11,340.605,43,1.4375,0.155556225,1.15125,cubic,22,22,22,6,6,6,3,3,3
mp-867303,AgAu3,"['Ag', 'Au']","[1, 3]",15.99953403,0.44,126,1311.73,347.5,1.7175,0.232831625,0.156,cubic,131,131,131,123,123,123,35,35,35
mp-867343,Li3Cd,"['Li', 'Cd']","[3, 1]",2.969003856,0.36,14,488.8225,88,1.655,0.1164214,2.67475,cubic,13,13,13,15,15,15,20,20,20
mp-867780,Al3Cr,"['Al', 'Cr']","[3, 1]",3.815305682,0.19,107,1245.1025,199.75,1.3,0.145384825,0.797,tetragonal,180,180,233,103,41,41,96,96,119
mp-869,TaAl3,"['Ta', 'Al']","[1, 3]",6.813775743,0.19,133,1522.6025,190.5,1.385,0.17120375,0.71,tetragonal,248,248,278,98,56,56,103,103,133
mp-8700,K2Au3,"['K', 'Au']","[2, 3]",7.818321568,0.31,35,937.01,232,2.016,0.19609784,0.3786,orthorhombic,91,50,58,21,29,15,7,23,11
mp-872,BaSn,"['Ba', 'Sn']","[1, 1]",5.2426579,0.26,28,752.54,42.5,1.99,0.1683653,0.207,orthorhombic,50,44,54,17,18,15,12,29,11
mp-902,BaZn,"['Ba', 'Zn']","[1, 1]",4.80857714,0.21,21,846.34,69,1.975,0.1569152,0.29,cubic,38,38,38,12,12,12,16,16,16
mp-903,ZrCr2,"['Zr', 'Cr']","[1, 2]",7.10910703,0.36,181,2162.666667,70.33333333,1.793333333,0.129166433,0.419,cubic,249,249,249,147,147,147,60,60,60
mp-915,YCd,"['Y', 'Cd']","[1, 1]",6.302809809,0.31,57,1196.61,57,1.865,0.1360526,0.258,cubic,72,72,72,49,49,49,41,41,41
mp-922,CoPt3,"['Co', 'Pt']","[1, 3]",18.17555723,0.32,221,1973.05,79,1.7075,0.228491575,0.21375,cubic,309,309,309,176,176,176,113,113,113
mp-929,ZrCo2,"['Zr', 'Co']","[1, 2]",8.422444143,0.3,164,1888,74.33333333,1.7,0.137120433,0.397666667,cubic,256,256,256,118,118,118,81,81,81
mp-932,ScGa3,"['Sc', 'Ga']","[1, 3]",6.026909987,0.3,73,680.6825,25.75,1.48,0.1591288,0.418,cubic,124,124,124,47,47,47,32,32,32
mp-936,Hg4Pt,"['Hg', 'Pt']","[4, 1]",12.71734375,0.3,59,595.736,21.04,1.722,0.186582,0.137,cubic,79,79,79,49,49,49,42,42,42
mp-949,CoPt,"['Co', 'Pt']","[1, 1]",15.54480999,0.29,216,1904.7,86,1.645,0.20007315,0.2945,tetragonal,409,409,303,94,159,159,132,132,69
mp-9568,Li3Ga2,"['Li', 'Ga']","[3, 2]",3.489024203,0.14,35,393.378,62.6,1.546,0.13200672,2.2422,trigonal,102,102,72,16,3,3,29,29,43
mp-972042,Zn3Cu,"['Zn', 'Cu']","[3, 1]",7.844756248,0.32,96,858.9525,190,1.4275,0.15415675,0.38725,hexagonal,135,135,170,72,72,72,48,48,32
mp-973834,PdAu3,"['Pd', 'Au']","[1, 3]",16.60902756,0.43,142,1460.01,258,1.7275,0.2320344,0.15775,cubic,159,159,159,134,134,134,29,29,29
mp-973940,LiCd3,"['Li', 'Cd']","[1, 3]",6.963356168,0.37,35,559.0875,94,1.625,0.1390782,1.04625,cubic,35,35,35,34,34,34,31,31,31
mp-975904,Li3Cd,"['Li', 'Cd']","[3, 1]",2.971308802,0.29,19,488.8225,88,1.655,0.1164214,2.67475,tetragonal,23,23,26,15,19,19,21,21,18
mp-976047,Li3Hg,"['Li', 'Hg']","[3, 1]",5.174670627,0.54,30,398.8475,65.825,1.68,0.12106975,2.65125,tetragonal,28,28,32,13,28,28,23,23,15
mp-976408,Li3Ag,"['Li', 'Ag']","[3, 1]",3.107313423,0.33,17,649,171.25,1.665,0.115623875,2.676,tetragonal,34,34,16,19,20,20,19,19,8
mp-977126,Li3Ag,"['Li', 'Ag']","[3, 1]",3.103108439,0.38,21,649,171.25,1.665,0.115623875,2.676,hexagonal,32,32,31,27,12,12,9,9,3
mp-977552,Be3Tc,"['Be', 'Tc']","[3, 1]",5.3835505,4.24,149,1777.5,155.25,1.2975,0.1423543,1.42875,cubic,59,59,59,194,194,194,134,134,134
mp-978274,MgCd,"['Mg', 'Cd']","[1, 1]",5.227325336,0.33,42,758.61,128.5,1.53,0.1360253,0.6285,orthorhombic,65,69,63,32,34,27,13,18,18
mp-979115,Ti2Ag,"['Ti', 'Ag']","[2, 1]",6.468902696,0.33,105,1705.643333,158,1.723333333,0.131314633,0.427666667,tetragonal,171,171,135,43,95,95,64,64,28
mp-979423,YGa3,"['Y', 'Ga']","[1, 3]",6.297013483,0.22,54,676.9325,26,1.55,0.159707625,0.35,cubic,116,116,116,23,23,23,32,32,32
mp-983459,HfZr,"['Hf', 'Zr']","[1, 1]",9.739729432,0.32,101,2317,23,2.07,0.17743785,0.2135,hexagonal,155,155,179,72,68,68,38,38,41
mp-983509,Na3Cd,"['Na', 'Cd']","[3, 1]",2.461204784,0.32,12,426.7075,129.25,1.8275,0.10751215,0.9745,hexagonal,19,19,27,10,5,5,3,3,5
mp-983590,Be3Fe,"['Be', 'Fe']","[3, 1]",4.042916503,0.28,155,1622.75,162.5,1.23,0.1435528,1.47875,cubic,197,197,197,133,133,133,150,150,150
mp-984744,Ca3Tl,"['Ca', 'Tl']","[3, 1]",4.031570236,0.19,14,980.5,161.5,1.845,0.129920675,0.52175,hexagonal,59,59,5,29,7,7,17,17,15
mp-985287,AgAu3,"['Ag', 'Au']","[1, 3]",16.05359356,0.41,122,1311.73,347.5,1.7175,0.232831625,0.156,hexagonal,159,159,166,119,95,95,20,20,20
mp-985296,Ag3Pd,"['Ag', 'Pd']","[3, 1]",10.31559559,0.35,99,1383.21,340.5,1.66,0.146419275,0.23875,tetragonal,129,129,111,81,91,91,53,53,49
mp-985805,AlAg2,"['Al', 'Ag']","[1, 2]",7.814765925,0.36,94,1134.443333,365,1.493333333,0.148170333,0.458,orthorhombic,115,131,164,80,64,77,35,29,25
mp-985806,Al2Cu,"['Al', 'Cu']","[2, 1]",4.064939117,0.3,100,1074.903333,290,1.27,0.150442533,0.728333333,cubic,144,144,144,78,78,78,60,60,60
mp-987,ZnCu,"['Zn', 'Cu']","[1, 1]",8.252022453,0.37,114,1025.225,260,1.435,0.1531617,0.3865,cubic,121,121,121,111,111,111,84,84,84
mp-999298,Pd3Au,"['Pd', 'Au']","[3, 1]",13.33996523,0.39,176,1705.37,134,1.7025,0.1733632,0.21525,cubic,206,206,206,161,161,161,64,64,64
mp-1007664,InPd3,"['In', 'Pd']","[1, 3]",10.89753674,0.4,169,1478.475,74.5,1.6575,0.1490782,0.2415,tetragonal,220,220,164,156,162,162,76,76,44
mp-1014229,Ti2Zn,"['Ti', 'Zn']","[2, 1]",5.462441931,0.29,96,1524.893333,54.66666667,1.646666667,0.133959733,0.478,tetragonal,156,156,123,33,94,94,112,112,30
mp-1014230,TiZn,"['Ti', 'Zn']","[1, 1]",6.036542638,0.29,115,1316.84,71,1.59,0.13925775,0.4555,cubic,147,147,147,99,99,99,99,99,99
mp-1017531,VPt,"['V', 'Pt']","[1, 1]",14.23314113,0.32,238,2112.2,51.5,1.74,0.1921222,0.309,orthorhombic,445,353,478,189,124,124,98,116,48
mp-1018102,ZrPd2,"['Zr', 'Pd']","[1, 2]",9.553603913,0.41,145,1928.033333,55.66666667,1.813333333,0.137647967,0.256333333,tetragonal,162,162,241,160,104,104,56,56,91
mp-1018121,TiPd2,"['Ti', 'Pd']","[1, 2]",9.199063316,0.15,140,1865.7,55.33333333,1.713333333,0.137139633,0.337,tetragonal,125,125,204,183,109,109,74,74,100
mp-1018124,Ti2Rh,"['Ti', 'Rh']","[2, 1]",7.088660567,0.28,157,2039.666667,64.66666667,1.75,0.129188433,0.43,tetragonal,265,265,243,91,115,115,96,96,75
mp-1018151,NbPd2,"['Nb', 'Pd']","[1, 2]",10.55930877,0.33,190,2135.366667,66,1.786666667,0.138711133,0.252,orthorhombic,258,330,256,159,181,100,52,112,117
mp-1019,YNi2,"['Y', 'Ni']","[1, 2]",7.419684709,0.33,121,1751.666667,66.33333333,1.7,0.138704067,0.39,cubic,169,169,169,97,97,97,55,55,55
mp-1020,TaRh3,"['Ta', 'Rh']","[1, 3]",13.66078601,0.25,260,2500.25,126.75,1.7975,0.164273675,0.218,cubic,412,412,412,184,184,184,186,186,186
mp-1025448,YPt,"['Y', 'Pt']","[1, 1]",10.49073715,0.36,108,1920.2,44.5,1.945,0.1893043,0.2085,orthorhombic,154,126,156,78,100,97,47,44,36
mp-1046,NbSn2,"['Nb', 'Sn']","[1, 2]",7.98274212,0.28,96,1253.386667,62.66666667,1.626666667,0.161394067,0.237333333,orthorhombic,171,176,161,60,70,49,50,53,35
mp-1048,TiNi,"['Ti', 'Ni']","[1, 1]",6.412985726,0.38,152,1834.5,56.5,1.625,0.13528525,0.483,monoclinic,246,236,196,131,96,130,84,5,92
mp-1089,TiIr3,"['Ti', 'Ir']","[1, 3]",17.77477099,0.27,294,2539.5,118,1.79,0.219135925,0.2305,cubic,422,422,422,231,231,231,230,230,230
mp-1124,MgZn2,"['Mg', 'Zn']","[1, 2]",5.108719852,0.31,64,769.4533333,133.3333333,1.43,0.143982533,0.600333333,hexagonal,101,101,123,52,36,36,25,25,24
mp-1129,ScIr,"['Sc', 'Ir']","[1, 1]",11.65987101,0.3,166,2276.5,83,1.82,0.18522165,0.3445,cubic,253,253,253,122,122,122,83,83,83
mp-1135,NbPd3,"['Nb', 'Pd']","[1, 3]",10.86895285,0.32,200,2058.5375,67.5,1.7625,0.14004025,0.25,tetragonal,270,270,292,175,155,155,107,107,113
mp-11472,SrHg2,"['Sr', 'Hg']","[1, 2]",8.943030899,0.29,20,506.2133333,17.2,1.87,0.1521694,0.192333333,hexagonal,41,41,25,24,8,8,9,9,8
mp-11481,MoIr,"['Mo', 'Ir']","[1, 1]",15.8916539,0.26,310,2817.5,144.5,1.85,0.1911636,0.192,orthorhombic,597,548,598,195,171,159,151,175,147
mp-11482,MoIr3,"['Mo', 'Ir']","[1, 3]",18.95428941,0.27,337,2778.25,147.25,1.825,0.2211118,0.1625,hexagonal,601,601,657,199,194,194,161,161,201
mp-11489,Li3Pd,"['Li', 'Pd']","[3, 1]",3.576138805,0.36,37,797.28,81.75,1.675,0.11482665,2.67775,cubic,39,39,39,36,36,36,30,30,30
mp-11498,MgTl,"['Mg', 'Tl']","[1, 1]",7.550404049,0.71,35,750,103,1.505,0.1475455,0.5765,cubic,31,31,31,37,37,37,6,6,6
mp-11501,MnNi3,"['Mn', 'Ni']","[1, 3]",8.49819932,0.27,174,1675.75,70.2,1.52,0.1442262,0.4515,cubic,246,246,246,138,138,138,134,134,134
mp-11504,MnZn3,"['Mn', 'Zn']","[1, 3]",7.45097586,0.3,88,899.26,91.95,1.4675,0.15018495,0.41025,cubic,112,112,112,76,76,76,68,68,68
mp-11506,Ni3Mo,"['Ni', 'Mo']","[3, 1]",9.512797164,0.33,230,2020,103,1.5925,0.1432219,0.395,orthorhombic,385,402,402,166,145,131,58,66,94
mp-11507,Ni4Mo,"['Ni', 'Mo']","[4, 1]",9.438041633,0.32,223,1961.6,100.6,1.572,0.14401888,0.4046,tetragonal,300,313,313,186,186,166,106,130,130
mp-11513,NbNi3,"['Nb', 'Ni']","[1, 3]",8.984259395,0.31,209,1983.5,81.75,1.6125,0.14242465,0.39925,tetragonal,286,286,308,181,160,160,112,112,116
mp-11514,NbPt2,"['Nb', 'Pt']","[1, 2]",16.49762643,0.31,244,2277.6,66,1.84,0.213966067,0.178,orthorhombic,357,410,387,204,208,114,73,142,151
mp-11517,NbRu3,"['Nb', 'Ru']","[1, 3]",11.00997244,0.3,271,2642.75,103.5,1.83,0.1352566,0.2455,cubic,385,385,385,213,213,213,168,168,168
mp-1152,TiRh3,"['Ti', 'Rh']","[1, 3]",10.28225192,0.26,230,2163,118,1.7375,0.13646935,0.31375,cubic,349,349,349,171,171,171,166,166,166
mp-11521,ScNi,"['Sc', 'Ni']","[1, 1]",5.419871562,0.32,110,1771,53.5,1.665,0.13329505,0.4995,cubic,168,168,168,82,82,82,47,47,47
mp-11522,Ni3Sn,"['Ni', 'Sn']","[3, 1]",9.47589243,0.3,163,1422.27,85,1.48,0.1549181,0.38775,cubic,233,233,233,128,128,128,97,97,97
mp-11531,VNi2,"['V', 'Ni']","[1, 2]",8.166036424,0.32,210,1879.666667,71,1.563333333,0.140582667,0.457,orthorhombic,274,369,319,175,196,95,51,133,139
mp-11549,VPd2,"['V', 'Pd']","[1, 2]",10.03663391,0.32,190,1946.366667,58.33333333,1.696666667,0.1384632,0.324333333,orthorhombic,254,300,296,175,166,93,52,117,111
mp-11550,Sc2Pt,"['Sc', 'Pt']","[2, 1]",7.658756233,0.36,91,1889.8,34.66666667,1.816666667,0.165225533,0.415,orthorhombic,106,146,144,71,67,81,27,38,18
mp-11557,ScRe2,"['Sc', 'Re']","[1, 2]",13.22801383,0.35,226,2910.666667,37.33333333,1.866666667,0.2021387,0.277333333,hexagonal,339,339,359,184,157,157,61,61,78
mp-11566,ScZn,"['Sc', 'Zn']","[1, 1]",4.846371151,0.27,75,1253.34,68,1.63,0.13726755,0.472,cubic,101,101,101,62,62,62,65,65,65
mp-11567,ScZn12,"['Sc', 'Zn']","[1, 12]",6.860587191,0.25,81,778.9353846,112,1.452307692,0.152400377,0.400923077,tetragonal,132,155,155,53,53,38,41,52,52
mp-1157,TaNi2,"['Ta', 'Ni']","[1, 2]",12.49427135,0.34,214,2248.666667,79.66666667,1.66,0.176331533,0.342,tetragonal,270,270,381,221,141,141,85,85,139
mp-11572,TaTc,"['Ta', 'Tc']","[1, 1]",14.25820444,0.28,255,2860,54,1.915,0.1845201,0.1915,cubic,490,490,490,137,137,137,106,106,106
mp-11573,TiTc,"['Ti', 'Tc']","[1, 1]",8.076825091,0.34,207,2185.5,36.5,1.795,0.12891145,0.383,cubic,344,344,344,138,138,138,56,56,56
mp-11578,VZn3,"['V', 'Zn']","[1, 3]",7.29493589,0.26,113,1065.26,97.75,1.4925,0.14819745,0.41225,cubic,169,169,169,84,84,84,88,88,88
mp-1172,MgRh,"['Mg', 'Rh']","[1, 1]",6.911663556,0.28,115,1580,155,1.59,0.13124095,0.6345,cubic,171,171,171,86,86,86,71,71,71
mp-1174,MgSc,"['Mg', 'Sc']","[1, 1]",2.471800576,0.26,48,1368.5,88,1.645,0.12051365,0.7905,cubic,62,62,62,42,42,42,51,51,51
mp-1180,MnPt3,"['Mn', 'Pt']","[1, 3]",17.43267151,0.32,217,1910.8,55.95,1.73,0.2265036,0.219,cubic,306,306,306,173,173,173,113,113,113
mp-11807,LiPt,"['Li', 'Pt']","[1, 1]",11.92682753,0.31,115,1247.545,78.5,1.72,0.1810015,1.811,hexagonal,269,269,160,113,42,42,26,26,78
mp-11870,Hg2Rh,"['Hg', 'Rh']","[2, 1]",12.53113912,0.31,88,901.88,55.53333333,1.716666667,0.159612633,0.173333333,tetragonal,154,157,157,68,68,28,17,47,47
mp-11883,MgIr2,"['Mg', 'Ir']","[1, 2]",13.6497022,0.36,196,2133.666667,153.3333333,1.683333333,0.207921333,0.430333333,hexagonal,317,317,319,158,123,123,32,32,80
mp-12107,TiPt3,"['Ti', 'Pt']","[1, 3]",17.03308044,0.29,237,2016.3,59.5,1.7675,0.223523425,0.2305,cubic,348,348,348,181,181,181,139,139,139
mp-12108,VPt2,"['V', 'Pt']","[1, 2]",16.53793421,0.3,246,2088.6,58.33333333,1.75,0.213718133,0.250333333,orthorhombic,351,382,446,218,187,115,82,153,155
mp-12109,ZrRe2,"['Zr', 'Re']","[1, 2]",14.50078021,0.38,251,3015.333333,39.66666667,1.94,0.203973833,0.185666667,hexagonal,337,337,376,226,190,190,67,67,55
mp-12283,Li5Tl2,"['Li', 'Tl']","[5, 2]",5.534063942,0.31,24,488.9214286,73.85714286,1.638571429,0.124622714,2.528714286,trigonal,49,49,69,13,6,6,12,12,18
mp-1235,TiIr,"['Ti', 'Ir']","[1, 1]",13.17172021,0.34,228,2340,86,1.78,0.18721185,0.328,tetragonal,369,369,340,144,172,172,75,75,64
mp-12593,ScIr3,"['Sc', 'Ir']","[1, 3]",16.76164848,0.3,243,2507.75,116.5,1.81,0.218140825,0.23875,cubic,325,325,325,202,202,202,165,165,165
mp-12595,MoRh,"['Mo', 'Rh']","[1, 1]",11.08878698,0.28,266,2566.5,144.5,1.815,0.13605255,0.2475,orthorhombic,504,456,495,173,159,140,115,131,106
mp-1260,SrPd5,"['Sr', 'Pd']","[1, 5]",8.926366703,0.31,108,1698.375,65.83333333,1.773333333,0.139774367,0.2535,hexagonal,156,156,209,74,78,78,50,50,41
mp-12651,MgPt,"['Mg', 'Pt']","[1, 1]",11.03347075,0.47,115,1482.2,116,1.61,0.189277,0.579,cubic,165,165,165,89,89,89,0,0,0
mp-12659,Mn2Nb,"['Mn', 'Nb']","[2, 1]",8.479514449,0.36,233,1929.333333,23.2,1.733333333,0.132882333,0.407333333,hexagonal,342,342,347,207,163,163,72,72,67
mp-12678,TaMn2,"['Ta', 'Mn']","[1, 2]",12.19993738,0.34,243,2109.333333,24.2,1.74,0.168383267,0.364666667,hexagonal,368,368,383,205,164,164,85,85,81
mp-12693,Mg2Rh,"['Mg', 'Rh']","[2, 1]",4.842911429,0.25,65,1361,156.6666667,1.543333333,0.128041967,0.764666667,tetragonal,143,143,57,56,54,54,58,58,62
mp-12700,NbPt3,"['Nb', 'Pt']","[1, 3]",17.53978989,0.32,250,2218.55,67.5,1.8225,0.22470205,0.16675,monoclinic,414,426,399,156,176,173,104,91,74
mp-12712,Zr3Pd4,"['Zr', 'Pd']","[3, 4]",8.959924339,0.41,145,1956.6,51,1.848571429,0.135825214,0.259857143,trigonal,181,181,215,130,117,117,27,27,25
mp-12724,SrZn,"['Sr', 'Zn']","[1, 1]",3.978955259,0.34,24,871.34,77.5,1.805,0.13683,0.3445,orthorhombic,32,32,40,17,18,22,10,10,9
mp-12741,MgPd2,"['Mg', 'Pd']","[1, 2]",8.295582487,0.34,115,1526.366667,101.3333333,1.61,0.1365664,0.504333333,orthorhombic,204,179,156,54,89,105,61,56,20
mp-12742,MgPd3,"['Mg', 'Pd']","[1, 3]",9.074298707,0.36,130,1601.7875,94,1.63,0.1384317,0.43925,tetragonal,155,155,150,128,114,114,69,69,65
mp-12798,Ni3Pt,"['Ni', 'Pt']","[3, 1]",12.69028606,0.31,206,1806.35,86.25,1.56,0.1746326,0.3655,cubic,285,285,285,167,167,167,124,124,124
mp-13010,YSn2,"['Y', 'Sn']","[1, 2]",6.795253809,0.24,58,936.3866667,50.33333333,1.673333333,0.159267533,0.242666667,orthorhombic,95,82,107,36,56,32,39,61,37
mp-13164,Ti2Pd,"['Ti', 'Pd']","[2, 1]",6.905202241,0.31,142,1903.35,38.66666667,1.736666667,0.130251667,0.43,tetragonal,225,225,171,94,118,118,84,84,68
mp-13208,Mg2Pt,"['Mg', 'Pt']","[2, 1]",6.979158015,0.27,73,1295.8,130.6666667,1.556666667,0.166732667,0.727666667,tetragonal,181,111,111,27,27,73,54,37,37
mp-1326,Nb3Sn,"['Nb', 'Sn']","[3, 1]",8.694218122,0.44,164,2188.77,57.25,1.8475,0.14057165,0.2565,cubic,188,188,188,152,152,152,24,24,24
mp-1328,SrRh2,"['Sr', 'Rh']","[1, 2]",8.276096981,0.37,126,1841.333333,111.6666667,1.883333333,0.133394667,0.263,cubic,164,164,164,107,107,107,39,39,39
mp-1339,NbIr3,"['Nb', 'Ir']","[1, 3]",18.29711448,0.23,313,2741.75,126,1.845,0.22031455,0.16675,cubic,522,522,522,209,209,209,244,244,244
mp-13444,LiSn,"['Li', 'Sn']","[1, 1]",4.86010907,0.3,36,479.385,76,1.56,0.1415725,1.8555,tetragonal,59,59,74,20,25,25,19,19,8
mp-13447,Zn13Rh,"['Zn', 'Rh']","[13, 1]",7.514887361,0.3,88,802.9885714,122.1428571,1.442142857,0.154129379,0.377714286,monoclinic,146,130,125,67,63,68,44,40,54
mp-1349,SrPt2,"['Sr', 'Pt']","[1, 2]",12.90723324,0.31,118,1710.933333,59.66666667,1.91,0.210776067,0.189,cubic,171,171,171,91,91,91,58,58,58
mp-13495,ZrPd,"['Zr', 'Pd']","[1, 1]",8.472656953,0.39,134,1978.025,47.5,1.875,0.13445815,0.2625,orthorhombic,206,216,145,117,127,95,8,65,65
mp-13503,ScZn2,"['Sc', 'Zn']","[1, 2]",5.692297395,0.25,81,1066.453333,85.33333333,1.56,0.143228967,0.444,hexagonal,148,148,147,52,46,46,47,47,48
mp-1359,NbIr,"['Nb', 'Ir']","[1, 1]",14.60516011,0.32,259,2744.5,102,1.89,0.1895691,0.2005,tetragonal,423,423,437,142,192,192,132,132,50
mp-1364,YNi,"['Y', 'Ni']","[1, 1]",6.05878909,0.36,78,1763.5,54,1.805,0.1344527,0.3635,orthorhombic,105,104,101,56,73,71,28,36,29
mp-1371,Sn3Pd,"['Sn', 'Pd']","[3, 1]",8.104937046,0.33,64,835.8225,68.25,1.51,0.1695459,0.2275,orthorhombic,119,92,116,43,48,37,15,34,19
mp-1380,Zn3Ru,"['Zn', 'Ru']","[3, 1]",8.797160263,0.32,138,1171.26,120,1.51,0.1507762,0.3505,tetragonal,178,178,200,132,105,105,81,81,92
